INCIDENT_UNIQUE_IDENTIFIER,INCIDENT_DATE,OFFICER_ASSIGNMENT,LOCATION_DISTRICT,SHIFT,LOCATION_DISTRICT.1,REASON_FOR_FORCE,TYPE_OF_FORCE_USED,SUBJECT_DETAILS,INCIDENT_REASON,SUBJECT_WAS_ARRESTED,CHARGE,SUBJECT_INJURY,SUBJECT_HOSPITALIZATION,SUBJECT_DETAILS.1,OFFICER_INJURY,OFFICER_HOSPITALIZATION,OFFICER_DETAILS,SUBJECT_RACT,SUBJECT_GENDER,SUBJECT_AGE,OFFICER_RACE,OFFICER_GENDER,OFFICER_AGE,OFFICER_YEARS_ON_FORCE,OFFICER_ID
96a8530c63018d70dc384c57496a25aa,9/6/17 0:00,Operations Division,North District,ND Day Shift,ND Day Shift,Resisting Arrest,Physical-Handcuffing,In compliance,Arrest,TRUE,Immediate Detention,FALSE,TRUE,Complaint of Pain,FALSE,FALSE,,White,Female,24,Other,Male,31,3,9ca8236e9d4424c4828772d6d3d33e42
96a8530c63018d70dc384c57496a25aa,9/6/17 0:00,Operations Division,North District,ND Day Shift,ND Day Shift,Resisting Arrest,Physical-Knee Strike,In compliance,Arrest,TRUE,Immediate Detention,FALSE,TRUE,Complaint of Pain,FALSE,FALSE,,White,Female,24,Other,Male,31,3,9ca8236e9d4424c4828772d6d3d33e42
96a8530c63018d70dc384c57496a25aa,9/6/17 0:00,Operations Division,North District,ND Day Shift,ND Day Shift,Resisting Arrest,Physical-Leg Sweep,In compliance,Arrest,TRUE,Immediate Detention,FALSE,TRUE,Complaint of Pain,FALSE,FALSE,,White,Female,24,Other,Male,31,3,9ca8236e9d4424c4828772d6d3d33e42
f60fa20af8c285bce9666b00a8c32bd8,6/6/17 0:00,Operations Division,Southeast District,Neighborhood Impact,Flex Team,Fleeing,Physical-Take Down,,Assisting a Citizen,TRUE,Possession of Paraphernalia,TRUE,FALSE,Minor Scrapes,FALSE,FALSE,No injuries noted or visible,White,Male,40,White,Male,36,12,029e39d6648c873c013b6f2863908486
f60fa20af8c285bce9666b00a8c32bd8,6/6/17 0:00,Operations Division,Southeast District,Neighborhood Impact,Flex Team,Fleeing,Physical-Handcuffing,,Assisting a Citizen,TRUE,Possession of Paraphernalia,TRUE,FALSE,Minor Scrapes,FALSE,FALSE,No injuries noted or visible,White,Male,40,White,Male,36,12,029e39d6648c873c013b6f2863908486
f60fa20af8c285bce9666b00a8c32bd8,6/6/17 0:00,Operations Division,Southeast District,Neighborhood Impact,Flex Team,Fleeing,Physical-Weight Leverage,,Assisting a Citizen,TRUE,Possession of Paraphernalia,TRUE,FALSE,Minor Scrapes,FALSE,FALSE,No injuries noted or visible,White,Male,40,White,Male,39,11,10529058e9f68a21511a979831f21df1
96a8530c63018d70dc384c57496a25aa,9/6/17 0:00,Operations Division,North District,ND Day Shift,ND Day Shift,Resisting Arrest,Physical-Handcuffing,In compliance,Arrest,TRUE,Immediate Detention,FALSE,TRUE,Complaint of Pain,FALSE,FALSE,,White,Female,24,White,Female,47,16,aa1e831c07c539f9c8b7c9d9156148b6
3f24c815430b3b67a2d0b1e49b722262,7/25/17 0:00,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Combative Suspect,Less Lethal-CS/OC,,Arrest,TRUE,Theft/Receiving Stolen Property,FALSE,TRUE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,White,Female,35,White,Male,46,15,4888381b90b569002aa991f0ede8947a
3100eab93202e75b66fadc2e6e0790df,10/3/17 0:00,Administration Division,Training Bureau,Recruit Training Section,14th Recruit Class,Resisting Arrest,Physical-Weight Leverage,,Call For Service,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Male,47,White,Male,54,12,27b051024d02733b69f3d840083e553f
96bcd6374a237793ebe6f52aa97941b4,10/25/17 0:00,Operations Division,East District,ED Middle Shift,,Resisting Arrest,Physical-Weight Leverage,,Arrest,TRUE,Possession of Methamphetamine,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Male,45,White,Male,28,2,7dc3b8e6fd4f6fc61d4530ce2df2b071
b7df7b8bfbb63f6c9b95df7fdb407473,10/3/17 0:00,Operations Division,Downtown  District,DT Late Tact Foot and Bicycle,,Non-Compliant,Physical-Handcuffing,,Investigation,TRUE,Public Intoxication,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Male,45,White,Male,43,11,5278b3170f32457b068e859fda91ce46
cbc2e75e1400306e594efc6ebc7723b3,7/28/17 0:00,Operations Division,Downtown  District,DT Late Tact Foot and Bicycle,,Resisting Arrest,Less Lethal-CS/OC,,Arrest,TRUE,Possession of Methamphetamine,TRUE,TRUE,Laceration,FALSE,FALSE,,White,Male,38,White,Male,32,9,4210ea04a167e2752104727a9fa5d451
cbc2e75e1400306e594efc6ebc7723b3,7/28/17 0:00,Operations Division,Downtown  District,DT Late Tact Foot and Bicycle,,Resisting Arrest,Physical-Weight Leverage,,Arrest,TRUE,Possession of Methamphetamine,TRUE,TRUE,Laceration,FALSE,FALSE,,White,Male,38,White,Male,32,9,4210ea04a167e2752104727a9fa5d451
7baa8bd8f3759378c4eec36c27530116,10/28/17 0:00,Operations Division,Southeast District,SE Day Shift,SE Day Shift,Combative Suspect,Physical-Take Down,,Off-Duty Employment,TRUE,Theft/Receiving Stolen Property,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,,White,Female,40,White,Male,47,14,6e3b8c05d973daf929e629cd8e851cc8
b7df7b8bfbb63f6c9b95df7fdb407473,10/3/17 0:00,Operations Division,Downtown  District,DT Late Tact Foot and Bicycle,,Non-Compliant,Physical-Weight Leverage,,Investigation,TRUE,Public Intoxication,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Male,45,White,Male,49,25,a2b44293d9f009367352caba9945c0a0
cbc2e75e1400306e594efc6ebc7723b3,7/28/17 0:00,Operations Division,Downtown  District,DT Late Tact Foot and Bicycle,,Resisting Arrest,Physical-Weight Leverage,,Arrest,TRUE,Possession of Methamphetamine,TRUE,TRUE,Laceration,FALSE,FALSE,,White,Male,38,White,Male,33,7,66f74ec6e2d21dc69f7f1e2ab3aaf5f2
cbc2e75e1400306e594efc6ebc7723b3,7/28/17 0:00,Operations Division,Downtown  District,DT Late Tact Foot and Bicycle,,Resisting Arrest,Physical-Take Down,,Arrest,TRUE,Possession of Methamphetamine,TRUE,TRUE,Laceration,FALSE,FALSE,,White,Male,38,White,Female,38,8,9c00d77817c7215fb25342d3d618bc58
b7df7b8bfbb63f6c9b95df7fdb407473,10/3/17 0:00,Operations Division,Downtown  District,DT Late Tact Foot and Bicycle,,Non-Compliant,Physical-Knee Strike,,Investigation,TRUE,Public Intoxication,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Male,45,White,Male,43,11,5278b3170f32457b068e859fda91ce46
6c93b05d3f8188dad4efface9f548b1d,10/31/17 0:00,Operations Division,East District,ED Late Shift,,Resisting Arrest,Physical-Knee Strike,,Arrest,TRUE,Warrant Arrest,TRUE,TRUE,Complaint of Pain,FALSE,FALSE,No injuries noted or visible,Black,Male,35,White,Male,30,2,6b1ecc418d64230451f5a7a785878b80
a081ec89fed287b77bc6ceb945694cea,10/30/17 0:00,Homeland Security Division,Homeland Security Bureau/Tactical,Canine Section,Canine Unit - Late Tactical,Fleeing,Canine Bite,,Request For PSD,TRUE,Dealing Marijuana,TRUE,TRUE,Canine Bite,FALSE,FALSE,,Black,Male,30,White,Male,51,17,920733f97fbea210e57ddc6627acb3a2
b7df7b8bfbb63f6c9b95df7fdb407473,10/3/17 0:00,Operations Division,Downtown  District,DT Late Tact Foot and Bicycle,,Non-Compliant,Physical-Kick,,Investigation,TRUE,Public Intoxication,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Male,45,White,Male,43,11,5278b3170f32457b068e859fda91ce46
b7df7b8bfbb63f6c9b95df7fdb407473,10/3/17 0:00,Operations Division,Downtown  District,DT Late Tact Foot and Bicycle,,Non-Compliant,Physical-Weight Leverage,,Investigation,TRUE,Public Intoxication,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Male,45,White,Male,43,11,5278b3170f32457b068e859fda91ce46
6c93b05d3f8188dad4efface9f548b1d,10/31/17 0:00,Operations Division,East District,ED Late Shift,,Resisting Arrest,Physical-Fist Strike,,Arrest,TRUE,Warrant Arrest,TRUE,TRUE,Complaint of Pain,FALSE,FALSE,No injuries noted or visible,Black,Male,35,White,Male,30,2,6b1ecc418d64230451f5a7a785878b80
c5759460ba877c973beacd6d875bcce0,10/31/17 0:00,Operations Division,East District,ED Late Shift,,Resisting Arrest,Physical-Knee Strike,,Arrest,TRUE,,TRUE,TRUE,,FALSE,FALSE,,Black,Male,35,White,Male,28,1,54c85dfa2a6d5e3b8ec5bdd7290daedd
c22b2723b4b16648214ea7099336bd5b,10/5/17 0:00,Operations Division,East District,ED Late Shift,,Resisting Arrest,Physical-Other,,Arrest,TRUE,,FALSE,FALSE,,FALSE,FALSE,,Bi-Racial,Female,48,White,Male,34,9,70457924ec88c2beb912e7670b6e2506
6988ce769f8da7d596bad30a996f5e21,6/6/17 0:00,Operations Division,Northwest District,NW Late Shift,,Fleeing,Less Lethal-Taser,,Investigation,TRUE,Warrant Arrest,TRUE,TRUE,Complaint of Pain,TRUE,FALSE,,Black,Male,34,,,,,
203301b0670edc9aadfdd26aa23d690b,7/29/17 0:00,Operations Division,East District,ED Day Shift,ED Day Shift,Fleeing,Physical-Take Down,,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Male,49,Black,Male,45,11,6464bf23fb4d62e49f2499e5ff93f67b
c4cd7fff12fd79209d561c5b740caaca,7/29/17 0:00,Operations Division,Southeast District,SE Middle Shift,,Combative Suspect,Less Lethal-Taser,,Call For Service,FALSE,Immediate Detention,FALSE,TRUE,,FALSE,FALSE,,White,Male,44,White,Male,27,2,b044ddd4aa1743a22106975a049a851a
c4cd7fff12fd79209d561c5b740caaca,7/29/17 0:00,Operations Division,Southeast District,SE Middle Shift,,Combative Suspect,Physical-Handcuffing,,Call For Service,FALSE,Immediate Detention,FALSE,TRUE,,FALSE,FALSE,,White,Male,44,White,Male,48,13,fb6fb4962f4f9e478bd52469d6529d56
3cb3603fe32143c686bd461cce412444,9/6/17 0:00,Operations Division,Southwest District,SW Middle Shift,,Resisting Arrest,Physical-Leg Sweep,In compliance,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,,FALSE,FALSE,,White,Female,17,White,Male,29,1,4795cfd35c51f908601dbdb9766b7ffb
3b7454afc2c3fb9603d76991eb0f3e4a,7/27/17 0:00,Operations Division,Southeast District,SE Middle Shift,,Combative Suspect,Physical-Handcuffing,,Arrest,TRUE,Public Intoxication,FALSE,TRUE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,White,Male,22,White,Male,32,2,475fda8d928fc239652dadf7d09ee7db
3b7454afc2c3fb9603d76991eb0f3e4a,7/27/17 0:00,Operations Division,Southeast District,SE Middle Shift,,Combative Suspect,Physical-Weight Leverage,,Arrest,TRUE,Public Intoxication,FALSE,TRUE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,White,Male,22,White,Male,32,2,475fda8d928fc239652dadf7d09ee7db
3b7454afc2c3fb9603d76991eb0f3e4a,7/27/17 0:00,Operations Division,Southeast District,SE Middle Shift,,Combative Suspect,Physical-Fist Strike,,Arrest,TRUE,Public Intoxication,FALSE,TRUE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,White,Male,22,White,Male,32,2,475fda8d928fc239652dadf7d09ee7db
9d976abcd849bc3969dcb6c3536d4f06,9/6/17 0:00,Operations Division,Southwest District,SW Middle Shift,,Resisting Arrest,Physical-Knee Strike,In compliance,Traffic Stop,TRUE,Possession of Methamphetamine,TRUE,FALSE,Minor Bleeding,FALSE,FALSE,,White,Male,32,White,Male,28,2,b6ea995cd26c4bd99f438cef4dd9870c
bc22360d030ceaf3686d407eb3594783,9/1/17 0:00,Operations Division,East District,ED Middle Shift,,Combative Suspect,Physical-Take Down,,Arrest,TRUE,Public Intoxication,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,Complaint of Pain,Black,Female,22,Black,Female,30,3,9a37d3bee8bb6990d81135a1826be905
bc22360d030ceaf3686d407eb3594783,9/1/17 0:00,Operations Division,East District,ED Middle Shift,,Combative Suspect,,,Arrest,TRUE,Public Intoxication,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Female,22,Black,Male,33,2,02f8a4369c1328fc65a5dd26ecdcdcb5
210d9c4c7ea0648081604d6df4837600,9/7/17 0:00,Operations Division,Southeast District,SE Late Shift,,Resisting Arrest,Physical-Joint/Pressure,In compliance,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,,Hispanic,Male,40,White,Male,34,9,ffd9da06b916f84792d7bb9c6edc4ba4
6988ce769f8da7d596bad30a996f5e21,6/6/17 0:00,Operations Division,Northwest District,NW Late Shift,,Fleeing,Physical-Palm Strike,,Investigation,TRUE,Warrant Arrest,TRUE,TRUE,Complaint of Pain,TRUE,FALSE,STRAINED HAMSTRING MUSCLE,Black,Male,34,Black,Male,41,9,d5b4e8e2b655f9c3edce875f38b18ba3
3cb3603fe32143c686bd461cce412444,9/6/17 0:00,Operations Division,Southwest District,SW Middle Shift,,Resisting Arrest,,In compliance,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,,FALSE,FALSE,,White,Female,17,Black,Male,45,8,78e849f4313a7bb1d9bbf2c3b7a29fac
bc22360d030ceaf3686d407eb3594783,9/1/17 0:00,Operations Division,East District,ED Middle Shift,,Combative Suspect,Physical-Weight Leverage,,Arrest,TRUE,Public Intoxication,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,Complaint of Pain,Black,Female,22,Black,Female,30,3,9a37d3bee8bb6990d81135a1826be905
50301194b11f9252985c036b499df3d0,,,,,,,,,,,,,,,,,,,,,,,,,
bc22360d030ceaf3686d407eb3594783,9/1/17 0:00,Operations Division,East District,ED Middle Shift,,Combative Suspect,Physical-Weight Leverage,,Arrest,TRUE,Public Intoxication,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Female,22,White,Male,24,1,cff8aa51b8f038516032dcef623c2d93
9d976abcd849bc3969dcb6c3536d4f06,9/6/17 0:00,Operations Division,Southwest District,SW Middle Shift,,Resisting Arrest,Physical-Knee Strike,In compliance,Traffic Stop,TRUE,Possession of Methamphetamine,TRUE,FALSE,Minor Bleeding,FALSE,FALSE,,White,Male,32,Hispanic,Male,29,2,0b1de67978d70e3aa60fd4bdfdcccae5
210d9c4c7ea0648081604d6df4837600,9/7/17 0:00,Operations Division,Southeast District,SE Late Shift,,Resisting Arrest,Physical-Palm Strike,In compliance,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,,Hispanic,Male,40,White,Male,34,9,ffd9da06b916f84792d7bb9c6edc4ba4
3508fa1b3f3d60c5b4c1a8c17d8f3049,10/18/17 0:00,Operations Division,Southwest District,SW Late Shift,,Combative Suspect,Physical-Elbow Strike,,Call For Service,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,Complaint of Pain,FALSE,FALSE,No injuries noted or visible,White,Female,17,White,Male,36,7,aa29846fabf31a93564d78e1c909eeae
bc22360d030ceaf3686d407eb3594783,9/1/17 0:00,Operations Division,East District,ED Middle Shift,,Combative Suspect,Physical-Take Down,,Arrest,TRUE,Public Intoxication,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Female,22,White,Male,24,1,cff8aa51b8f038516032dcef623c2d93
9d976abcd849bc3969dcb6c3536d4f06,9/6/17 0:00,Operations Division,Southwest District,SW Middle Shift,,Resisting Arrest,Physical-Weight Leverage,In compliance,Traffic Stop,TRUE,Possession of Methamphetamine,TRUE,FALSE,Minor Bleeding,FALSE,FALSE,,White,Male,32,White,Male,28,2,b6ea995cd26c4bd99f438cef4dd9870c
52c730d20e8faf7f37ac6aa7ca74a420,10/30/17 0:00,Operations Division,East District,ED Middle Shift,,Resisting Arrest,Physical-Weight Leverage,,Assisting a Citizen,TRUE,,TRUE,TRUE,Minor Bleeding,TRUE,FALSE,Minor Scrapes,Black,Male,36,White,Male,34,10,cbf7aff39c4ec1ba68831667a9595f6c
52c730d20e8faf7f37ac6aa7ca74a420,10/30/17 0:00,Operations Division,East District,ED Middle Shift,,Resisting Arrest,Physical-Take Down,,Assisting a Citizen,TRUE,,TRUE,TRUE,Minor Bleeding,TRUE,FALSE,Minor Scrapes,Black,Male,36,White,Male,34,10,cbf7aff39c4ec1ba68831667a9595f6c
c9e85f0e3a7ba7e407d11bc9b5f6ec1a,6/3/17 0:00,Homeland Security Division,Homeland Security Bureau/Tactical,Canine Section,Canine Unit - Day Tactical,Non-Compliant,,,Request For PSD,TRUE,Resisting Law Enforcement (M),TRUE,TRUE,Canine Bite,FALSE,FALSE,,White,Male,33,White,Male,41,17,1214644d49d88194639898c2f1ad6043
50301194b11f9252985c036b499df3d0,,,,,,,,,,,,,,,,,,,,,,,,,
0c6459b4cba0d9f8d3c4b6a82d71122f,7/30/17 0:00,Operations Division,Northwest District,NW Middle Shift,,Resisting Arrest,Physical-Take Down,,Arrest,TRUE,Public Intoxication,TRUE,FALSE,Minor Bleeding,TRUE,FALSE,Complaint of Pain,White,Male,22,White,Male,32,7,ff78917ff2c35f10e72ab5f463698fa0
1c0e9da35ac26105b10056f97c3abc8f,7/31/17 0:00,Administration Division,Training Bureau,Recruit Training Section,14th Recruit Class,Resisting Arrest,Physical-Knee Strike,,Investigation,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,TRUE,FALSE,No injuries noted or visible,Hispanic,Male,19,Other,Female,33,,0db63c76a3d0809604f3da53d7240b05
1c0e9da35ac26105b10056f97c3abc8f,7/31/17 0:00,Administration Division,Training Bureau,Recruit Training Section,14th Recruit Class,Resisting Arrest,Physical-Joint/Pressure,,Investigation,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,TRUE,FALSE,No injuries noted or visible,Hispanic,Male,19,Other,Female,33,,0db63c76a3d0809604f3da53d7240b05
1c0e9da35ac26105b10056f97c3abc8f,7/31/17 0:00,Administration Division,Training Bureau,Recruit Training Section,14th Recruit Class,Resisting Arrest,Physical-Joint/Pressure,,Investigation,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,TRUE,FALSE,Minor Scrapes,Hispanic,Male,19,White,Male,44,17,7788fb4b71fdd217214c9cc774ccac1b
1c0e9da35ac26105b10056f97c3abc8f,7/31/17 0:00,Administration Division,Training Bureau,Recruit Training Section,14th Recruit Class,Resisting Arrest,Physical-Leg Sweep,,Investigation,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,TRUE,FALSE,Minor Scrapes,Hispanic,Male,19,White,Male,44,17,7788fb4b71fdd217214c9cc774ccac1b
1c0e9da35ac26105b10056f97c3abc8f,7/31/17 0:00,Administration Division,Training Bureau,Recruit Training Section,14th Recruit Class,Resisting Arrest,Physical-Handcuffing,,Investigation,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,TRUE,FALSE,Minor Scrapes,Hispanic,Male,19,White,Male,44,17,7788fb4b71fdd217214c9cc774ccac1b
e9e72fdcce791e8bfb1a0f60fe890376,7/30/17 0:00,Operations Division,East District,ED Middle Shift,,Non-Compliant,Less Lethal-Taser,,Traffic Stop,FALSE,,FALSE,FALSE,,FALSE,FALSE,,Black,Female,19,White,Male,29,8,970a17850aac40f5e730cf650115f340
e9e72fdcce791e8bfb1a0f60fe890376,7/30/17 0:00,Operations Division,East District,ED Middle Shift,,Non-Compliant,Physical-Other,,Traffic Stop,FALSE,,FALSE,FALSE,,FALSE,FALSE,,Black,Female,19,White,Male,29,8,970a17850aac40f5e730cf650115f340
3a2e151be4ab1cf327f013f13a79fb4a,9/5/17 0:00,Operations Division,East District,ED Middle Shift,,Resisting Arrest,Physical-Handcuffing,In compliance,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Male,41,White,Male,30,2,8f9a0994e517457cdc3ffa37111b6e8a
0c6459b4cba0d9f8d3c4b6a82d71122f,7/30/17 0:00,Operations Division,Northwest District,NW Middle Shift,,Resisting Arrest,Physical-Handcuffing,,Arrest,TRUE,Public Intoxication,TRUE,FALSE,Minor Bleeding,TRUE,FALSE,Complaint of Pain,White,Male,22,White,Male,32,7,ff78917ff2c35f10e72ab5f463698fa0
0c6459b4cba0d9f8d3c4b6a82d71122f,7/30/17 0:00,Operations Division,Northwest District,NW Middle Shift,,Resisting Arrest,Physical-Take Down,,Arrest,TRUE,Public Intoxication,TRUE,FALSE,Minor Bleeding,TRUE,FALSE,,White,Male,22,White,Male,33,10,325f17dfd076b66d98de3f8fe3af71d4
0c6459b4cba0d9f8d3c4b6a82d71122f,7/30/17 0:00,Operations Division,Northwest District,NW Middle Shift,,Resisting Arrest,Physical-Knee Strike,,Arrest,TRUE,Public Intoxication,TRUE,FALSE,Minor Bleeding,TRUE,FALSE,,White,Male,22,White,Male,33,10,325f17dfd076b66d98de3f8fe3af71d4
da4ee1331d76a4218febd5773a5b1fa4,9/7/17 0:00,Operations Division,Southeast District,SE Middle Shift,,Non-Compliant,Physical-Other,In compliance,Arrest,TRUE,Disorderly Conduct,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,White,Female,33,Other,Male,24,,18a351bfe5dcf2c5f4b2c4f14786d121
06c771f67799838ddd4d080a605ff034,9/7/17 0:00,Operations Division,North District,ND Middle Shift,,Fleeing,Physical-Take Down,In compliance,Arrest,FALSE,Resisting Law Enforcement (M),TRUE,FALSE,Complaint of Pain,FALSE,FALSE,No injuries noted or visible,Black,Female,46,White,Male,24,1,2c5dfae50d3c3bcde7f9ffaca4276941
1158f5f629649a3740b7ee9b59985213,9/7/17 0:00,Operations Division,Southwest District,SW Middle Shift,,Resisting Arrest,Physical-Joint/Pressure,In compliance,Investigation,FALSE,Immediate Detention,FALSE,TRUE,No injuries noted or visible,FALSE,FALSE,Spit on,White,Male,16,White,Male,49,20,8986e462e89a1b8122afb3bff0a8e4e8
da4ee1331d76a4218febd5773a5b1fa4,9/7/17 0:00,Operations Division,Southeast District,SE Middle Shift,,Non-Compliant,Physical-Other,In compliance,Arrest,TRUE,Disorderly Conduct,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,White,Female,33,White,Male,43,15,d2b45b6f2238dc70cfd5d0b4659565d9
c3942c7f7f45bf275346d47b6fcae8cf,9/7/17 0:00,Operations Division,East District,ED Day Shift,ED Day Shift,Fleeing,Less Lethal-Taser,In compliance,Arrest,TRUE,Pointing a Firearm (F),FALSE,FALSE,,FALSE,FALSE,,Black,Male,36,Black,Male,33,9,7f794e31491c6201377eee8b171fbac5
1158f5f629649a3740b7ee9b59985213,9/7/17 0:00,Operations Division,Southwest District,SW Middle Shift,,Resisting Arrest,Physical-Handcuffing,In compliance,Investigation,FALSE,Immediate Detention,FALSE,TRUE,No injuries noted or visible,FALSE,FALSE,Spit on,White,Male,16,White,Male,49,20,8986e462e89a1b8122afb3bff0a8e4e8
06c771f67799838ddd4d080a605ff034,9/7/17 0:00,Operations Division,North District,ND Middle Shift,,Fleeing,Physical-Handcuffing,In compliance,Arrest,FALSE,Resisting Law Enforcement (M),TRUE,FALSE,Complaint of Pain,FALSE,FALSE,No injuries noted or visible,Black,Female,46,White,Male,24,1,2c5dfae50d3c3bcde7f9ffaca4276941
3a2e151be4ab1cf327f013f13a79fb4a,9/5/17 0:00,Operations Division,East District,ED Middle Shift,,Resisting Arrest,Physical-Leg Sweep,In compliance,Arrest,TRUE,Resisting Law Enforcement (M),FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Black,Male,41,White,Male,30,2,8f9a0994e517457cdc3ffa37111b6e8a
da4ee1331d76a4218febd5773a5b1fa4,9/7/17 0:00,Operations Division,Southeast District,SE Middle Shift,,Non-Compliant,Physical-Other,In compliance,Arrest,TRUE,Disorderly Conduct,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,White,Female,33,White,Male,52,25,005ceae9b16bfd80da69ddf8b2b36343
8ceceeafe1538390994bb71fceec926d,6/7/17 0:00,Operations Division,Southwest District,SW Late Shift,,Resisting Arrest,Less Lethal-Baton,,Arrest,TRUE,Possession of Paraphernalia,FALSE,FALSE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,White,Male,36,White,Male,25,1,215d699b111f36cf70258af6fd2cd5c7
9e03c09ad1884390c198875ca73ca6b0,6/6/17 0:00,Operations Division,East District,ED Middle Shift,,Combative Suspect,Physical-Handcuffing,,Call For Service,FALSE,,FALSE,FALSE,Complaint of Pain,FALSE,FALSE,No injuries noted or visible,Black,Female,62,White,Male,30,2,8f9a0994e517457cdc3ffa37111b6e8a
9e03c09ad1884390c198875ca73ca6b0,6/6/17 0:00,Operations Division,East District,ED Middle Shift,,Combative Suspect,Physical-Handcuffing,,Call For Service,FALSE,,FALSE,FALSE,Complaint of Pain,FALSE,FALSE,No injuries noted or visible,Black,Female,62,White,Male,30,3,887873947673e214b054342088ccb353
c9e85f0e3a7ba7e407d11bc9b5f6ec1a,6/3/17 0:00,Homeland Security Division,Homeland Security Bureau/Tactical,Canine Section,Canine Unit - Day Tactical,Non-Compliant,Canine Bite,,Request For PSD,TRUE,Resisting Law Enforcement (M),TRUE,TRUE,Canine Bite,FALSE,FALSE,,White,Male,33,White,Male,41,17,1214644d49d88194639898c2f1ad6043
2b48dc9184168644cb32cfbe62d739cf,9/7/17 0:00,Operations Division,Northwest District,NW Late Shift,,Resisting Arrest,Less Lethal-Taser,,Arrest,TRUE,Resisting Law Enforcement (M),TRUE,TRUE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Bi-Racial,Male,24,White,Male,52,16,e1bf8e16523f689f4d63b2ef372790bc
17f536cfceb2f604718bbc4afa54b9d9,6/7/17 0:00,Operations Division,Northwest District,NW Middle Shift,,Resisting Arrest,,,Off-Duty Employment,TRUE,Resisting Law Enforcement (M),TRUE,FALSE,,FALSE,FALSE,,Black,Male,23,White,Male,26,1,48970360323bc5c3aecd22d677290118
17f536cfceb2f604718bbc4afa54b9d9,6/7/17 0:00,Operations Division,Northwest District,NW Middle Shift,,Resisting Arrest,,,Off-Duty Employment,TRUE,Resisting Law Enforcement (M),TRUE,FALSE,,FALSE,FALSE,,Black,Male,23,Black,Male,52,26,40992d3fa4d4b3c1692130f88e84d594
2b48dc9184168644cb32cfbe62d739cf,9/7/17 0:00,Operations Division,Northwest District,NW Late Shift,,Resisting Arrest,Lethal-Handgun,,Arrest,TRUE,Resisting Law Enforcement (M),TRUE,TRUE,Laceration,FALSE,FALSE,No injuries noted or visible,Bi-Racial,Male,24,White,Female,42,10,a456cd9ef9bf934f546e313555acd02b
2b48dc9184168644cb32cfbe62d739cf,9/7/17 0:00,Operations Division,Northwest District,NW Late Shift,,Resisting Arrest,Physical-Take Down,,Arrest,TRUE,Resisting Law Enforcement (M),TRUE,TRUE,No injuries noted or visible,FALSE,FALSE,No injuries noted or visible,Bi-Racial,Male,24,White,Male,53,19,cf54cd233ed7b4c78a1169a632e8e80a
