dept,city,state,address_or_intersection,charge_code,cross_street,date,encounter_type,incident_id,incident_reason,latitude,longitude,number_of_suspects,number_officers_involved,officer_age,officer_death,officer_ethnicity,officer_gender,officer_id,officer_injured,officer_injuries_detail,officer_race,officer_yrs_experience,reason_for_force,reason_for_force_detailed,search_conducted,search_conducted_person,search_conducted_vehicle,search_reason,subject_age,subject_death,subject_description,subject_gender,subject_id,subject_injured,subject_injuries_detail,subject_priors,subject_race,subject_weapon_possessed,suspected_crime_type,suspected_crime_type_detailed,type_of_force_used,weapon_or_tool_used
49-00009,Seattle,WA,,,,2017-02-12 13:32:00,,14460-1871-11797,,,,,,,,,,1871,,,,,,,,,,,,,,Female,11797,,,,Asian,,,,Level 1 - Use of Force,
49-00009,Seattle,WA,,,,2016-02-17 13:10:00,,9904-1731-7468,,,,,,,,,,1731,,,,,,,,,,,,,,Male,7468,,,,Black or African American,,,,Level 2 - Use of Force,
49-00009,Seattle,WA,,,,2018-09-25 20:12:00,,34609-1766-18026,,,,,,,,,,1766,,,,,,,,,,,,,,Male,18026,,,,Black or African American,,,,Level 1 - Use of Force,
49-00009,Seattle,WA,,,,2017-05-06 14:51:00,,15555-1718-12408,,,,,,,,,,1718,,,,,,,,,,,,,,Female,12408,,,,White,,,,Level 1 - Use of Force,
49-00009,Seattle,WA,,,,2016-12-25 21:49:00,,13913-1547-11445,,,,,,,,,,1547,,,,,,,,,,,,,,Male,11445,,,,White,,,,Level 1 - Use of Force,
49-00009,Seattle,WA,,,,2016-05-22 01:18:00,,10987-2169-8428,,,,,,,,,,2169,,,,,,,,,,,,,,Male,8428,,,,White,,,,Level 2 - Use of Force,
49-00009,Seattle,WA,,,,2016-03-30 20:31:00,,10372-1794-6340,,,,,,,,,,1794,,,,,,,,,,,,,,Male,6340,,,,Black or African American,,,,Level 2 - Use of Force,
49-00009,Seattle,WA,,,,2017-08-13 11:45:00,,16873-2242-13418,,,,,,,,,,2242,,,,,,,,,,,,,,Female,13418,,,,White,,,,Level 2 - Use of Force,
49-00009,Seattle,WA,,,,2016-06-20 21:33:00,,11415-1804-8756,,,,,,,,,,1804,,,,,,,,,,,,,,Male,8756,,,,Not Specified,,,,Level 1 - Use of Force,
49-00009,Seattle,WA,,,,2016-06-09 22:48:00,,11268-1899-8658,,,,,,,,,,1899,,,,,,,,,,,,,,Male,8658,,,,Black or African American,,,,Level 1 - Use of Force,
49-00009,Seattle,WA,,,,2017-01-05 16:04:00,,13999-1085-11489,,,,,,,,,,1085,,,,,,,,,,,,,,Male,11489,,,,White,,,,Level 1 - Use of Force,
49-00009,Seattle,WA,,,,2014-05-14 01:12:00,,1721-1575-1607,,,,,,,,,,1575,,,,,,,,,,,,,,Male,1607,,,,White,,,,Level 1 - Use of Force,
49-00009,Seattle,WA,,,,2016-07-26 17:07:00,,11985-1610-9133,,,,,,,,,,1610,,,,,,,,,,,,,,Male,9133,,,,White,,,,Level 2 - Use of Force,
49-00009,Seattle,WA,,,,2018-09-20 21:03:00,,34303-1775-16834,,,,,,,,,,1775,,,,,,,,,,,,,,Male,16834,,,,Black or African American,,,,Level 1 - Use of Force,
49-00009,Seattle,WA,,,,2016-04-21 07:55:00,,10587-1231-8111,,,,,,,,,,1231,,,,,,,,,,,,,,Male,8111,,,,Not Specified,,,,Level 1 - Use of Force,
49-00009,Seattle,WA,,,,2015-07-21 19:47:00,,6159-1524-5084,,,,,,,,,,1524,,,,,,,,,,,,,,Male,5084,,,,Black or African American,,,,Level 1 - Use of Force,
49-00009,Seattle,WA,,,,2015-01-24 15:59:00,,3507-1720-3066,,,,,,,,,,1720,,,,,,,,,,,,,,Male,3066,,,,Black or African American,,,,Level 2 - Use of Force,
49-00009,Seattle,WA,,,,2015-05-12 09:15:00,,5042-967-4312,,,,,,,,,,967,,,,,,,,,,,,,,Male,4312,,,,Hispanic or Latino,,,,Level 1 - Use of Force,
49-00009,Seattle,WA,,,,2017-12-27 18:30:00,,18894-702-14922,,,,,,,,,,702,,,,,,,,,,,,,,Male,14922,,,,Not Specified,,,,Level 1 - Use of Force,
49-00009,Seattle,WA,,,,2015-04-03 22:19:00,,4536-1254-3941,,,,,,,,,,1254,,,,,,,,,,,,,,Male,3941,,,,Black or African American,,,,Level 2 - Use of Force,
49-00009,Seattle,WA,,,,2018-07-31 22:08:00,,31198-2189-17374,,,,,,,,,,2189,,,,,,,,,,,,,,Female,17374,,,,Not Specified,,,,Level 1 - Use of Force,
49-00009,Seattle,WA,,,,2014-08-06 16:11:00,,765-1076-776,,,,,,,,,,1076,,,,,,,,,,,,,,Male,776,,,,White,,,,Level 2 - Use of Force,
49-00009,Seattle,WA,,,,2014-05-25 19:38:00,,1674-1169-1587,,,,,,,,,,1169,,,,,,,,,,,,,,Male,1587,,,,White,,,,Level 1 - Use of Force,
49-00033,Los Angeles,CA,         7TH                          ST,41.18DLAMC,   SPRING,2015-10-20 00:00:00,,150123433,,34.0449,-118.2528,,,,,,,,,,,,,,,,,,28,,,M,,,,,H,,Disorderly Conduct,SIT/LIE/SLEEP SIDEWALK OR STREET,,
49-00033,Los Angeles,CA,15600    EL CAJON                     ST,11352(A)HS,,2015-01-13 00:00:00,,4206591,,34.3029,-118.4709,,,,,,,,,,,,,,,,,,24,,,M,,,,,H,,Narcotic Drug Laws,TRANSPORT/SELL/ETC CONTROLLED SUBSTANCE,,
49-00033,Los Angeles,CA,         SUNSET,245(A)(1)PC,   BATES,2015-03-24 00:00:00,,4276881,,34.0947,-118.2828,,,,,,,,,,,,,,,,,,33,,,M,,,,,H,,Aggravated Assault,"ADW, NOT FIREARM, W/GBI",,
49-00033,Los Angeles,CA,10700    NEW HAVEN                    ST,245(A)(1)PC,,2015-10-07 00:00:00,,4465931,,34.2265,-118.3644,,,,,,,,,,,,,,,,,,34,,,M,,,,,H,,Aggravated Assault,"ADW, NOT FIREARM, W/GBI",,
49-00033,Los Angeles,CA,         54TH,23152(A)VC,   AVALON,2015-11-14 00:00:00,,4501200,,33.9933,-118.2652,,,,,,,,,,,,,,,,,,30,,,M,,,,,H,,Driving Under Influence,DRUNK DRIVING ALCOHOL/DRUGS,,
49-00033,Los Angeles,CA,         7TH,853.7PC,   WESTERN,2015-04-13 00:00:00,,4294956,,34.0597,-118.3091,,,,,,,,,,,,,,,,,,52,,,M,,,,,W,,Miscellaneous Other Violations,FTA AFTER WRITTEN PROMISE,,
49-00033,Los Angeles,CA, 5600 W  SUNSET                       BL,11377(A)HS,,2015-03-25 00:00:00,,4277628,,34.0981,-118.3113,,,,,,,,,,,,,,,,,,33,,,M,,,,,B,,Narcotic Drug Laws,POSSESSION CONTROLLED SUBSTANCE,,
49-00033,Los Angeles,CA,         5TH                          ST,25620BP,   SAN PEDRO                    ST,2015-06-28 00:00:00,,150115654,,34.0435,-118.2427,,,,,,,,,,,,,,,,,,48,,,F,,,,,B,,Liquor Laws,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,,
49-00033,Los Angeles,CA,         BROADWAY,853.7PC,   OLYMPIC,2015-03-12 00:00:00,,4266868,,34.0409,-118.2574,,,,,,,,,,,,,,,,,,36,,,M,,,,,H,,Miscellaneous Other Violations,FTA AFTER WRITTEN PROMISE,,
49-00033,Los Angeles,CA,15200    FOOTHILL                     BL,647(B)PC,,2015-05-03 00:00:00,,4315376,,34.3226,-118.4639,,,,,,,,,,,,,,,,,,24,,,M,,,,,B,,Prostitution/Allied,PROSTITUTION,,
49-00033,Los Angeles,CA,         TYRONE,1203.2(A)PC,   ERWIN,2015-06-11 00:00:00,,4353535,,34.1837,-118.4444,,,,,,,,,,,,,,,,,,52,,,M,,,,,W,,Miscellaneous Other Violations,REARREST/REVOKE PROBATION/ETC,,
49-00033,Los Angeles,CA, 1300 N  WILCOX                       AV,273.5(A)PC,,2015-01-22 00:00:00,,4215915,,34.0944,-118.331,,,,,,,,,,,,,,,,,,23,,,M,,,,,H,,Aggravated Assault,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,,
49-00033,Los Angeles,CA,         105TH,23152(A)VC,   VERMONT,2015-12-13 00:00:00,,4524726,,33.9407,-118.2916,,,,,,,,,,,,,,,,,,55,,,F,,,,,H,,Driving Under Influence,DRUNK DRIVING ALCOHOL/DRUGS,,
49-00033,Los Angeles,CA, 5800    PICO                         BL,41.27(A)LAM,,2015-05-26 00:00:00,,150710550,,34.0511,-118.3645,,,,,,,,,,,,,,,,,,22,,,M,,,,,H,,,,,
49-00033,Los Angeles,CA,         VERMONT                      AV,211PC,   WASHINGTON                   BL,2015-01-23 00:00:00,,4217220,,34.04,-118.2916,,,,,,,,,,,,,,,,,,34,,,M,,,,,B,,Robbery,ROBBERY,,
49-00033,Los Angeles,CA,         ROSCOE,11352(A)HS,   RESEDA,2015-06-19 00:00:00,,4361769,,34.2207,-118.5361,,,,,,,,,,,,,,,,,,23,,,M,,,,,H,,Narcotic Drug Laws,TRANSPORT/SELL/ETC CONTROLLED SUBSTANCE,,
49-00033,Los Angeles,CA,         DUDLEY,LAMC,   OCEAN FRONT                  WK,2015-03-07 00:00:00,,4262348,,33.994,-118.4798,,,,,,,,,,,,,,,,,,45,,,M,,,,,W,,Miscellaneous Other Violations,LOS ANGELES MUNICIPAL CODE,,
49-00033,Los Angeles,CA,         BALBOA,23152(A)VC,   WOODLEY,2015-12-03 00:00:00,,4515500,,34.3036,-118.501,,,,,,,,,,,,,,,,,,21,,,M,,,,,H,,Driving Under Influence,DRUNK DRIVING ALCOHOL/DRUGS,,
49-00033,Los Angeles,CA,         SUNSET                       BL,3056PC,   BENTON                       WY,2015-03-30 00:00:00,,4283363,,34.0805,-118.2704,,,,,,,,,,,,,,,,,,29,,,M,,,,,B,,Miscellaneous Other Violations,VIOLATION OF PAROLE:FELONY,,
49-00033,Los Angeles,CA,21400    VICTORY                      BL,487(A)PC,,2015-05-02 00:00:00,,4314885,,34.1884,-118.5975,,,,,,,,,,,,,,,,,,57,,,F,,,,,B,,Larceny,GRAND THEFT MONEY/PROPERTY > $400,,
49-00033,Los Angeles,CA,         TUPPER                       ST,487(D)(1)PC,   SEPULVEDA                    BL,2015-02-27 00:00:00,,4255956,,34.2392,-118.4676,,,,,,,,,,,,,,,,,,18,,,M,,,,,H,,Vehicle Theft,GRAND THEFT AUTO/HORSE/ETC,,
49-00033,Los Angeles,CA,         HOLLYWOOD,25620(A)BP,   GOWER,2015-02-13 00:00:00,,150606963,,34.1017,-118.3224,,,,,,,,,,,,,,,,,,24,,,F,,,,,H,,,,,
49-00033,Los Angeles,CA,         ALAVARDO                     BL,25850(C)3PC,   7TH                          ST,2015-11-10 00:00:00,,4497541,,0,0,,,,,,,,,,,,,,,,,,17,,,M,,,,,H,,Weapon (carry/poss),CARRY LOADED FIREARM:GANG MEMBER,,
49-00033,Los Angeles,CA,         BEVERLY,25620BP,   VERMONT,2015-08-26 00:00:00,,150216862,,34.0763,-118.2917,,,,,,,,,,,,,,,,,,49,,,M,,,,,W,,Liquor Laws,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,,
49-00033,Los Angeles,CA, 5200    CAHUENGA                     BL,11357(A)HS,,2015-05-29 00:00:00,,4340105,,34.1649,-118.3615,,,,,,,,,,,,,,,,,,25,,,M,,,,,H,,Narcotic Drug Laws,POSSESS CONCENTRATED CANNABIS,,
49-00033,Los Angeles,CA,         MARINE                       AV,41.27CLAMC,   E                            ST,2015-08-13 00:00:00,,150514570,,33.7756,-118.2634,,,,,,,,,,,,,,,,,,59,,,F,,,,,W,,Drunkeness,DRINKING IN PUBLIC,,
49-00033,Los Angeles,CA, 1500 N  SERRANO                      AV,496(A)PC,,2015-01-21 00:00:00,,4215436,,34.0981,-118.3071,,,,,,,,,,,,,,,,,,32,,,M,,,,,B,,Receive Stolen Property,RECEIVING KNOWN STOLEN PROPERTY >$950,,
49-00033,Los Angeles,CA, 4100 W  PICO                         BL,45.19.6LAMC,,2015-02-24 00:00:00,,150700613,,34.0476,-118.3245,,,,,,,,,,,,,,,,,,46,,,F,,,,,O,,,,,
49-00033,Los Angeles,CA,  100 W  69TH                         ST,243.2(A)1PC,,2015-03-18 00:00:00,,4271767,,33.9774,-118.2739,,,,,,,,,,,,,,,,,,14,,,F,,,,,H,,Other Assaults,BATTERY ON PERSON ON SCHOOL/HOSP/PARK/PROP,,
49-00033,Los Angeles,CA, 1000    SUPERBA                      AV,3056PC,,2015-08-10 00:00:00,,4411883,,33.9964,-118.4575,,,,,,,,,,,,,,,,,,23,,,M,,,,,H,,Miscellaneous Other Violations,VIOLATION OF PAROLE,,
49-00033,Los Angeles,CA, 2000    HYPERION                     AV,459PC,,2015-05-24 00:00:00,,4335819,,34.0982,-118.2747,,,,,,,,,,,,,,,,,,34,,,M,,,,,W,,Burglary,BURGLARY,,
49-00033,Los Angeles,CA,         7TH,11351.5HS,   SAN JULIAN,2015-05-21 00:00:00,,4331980,,34.0407,-118.2468,,,,,,,,,,,,,,,,,,41,,,F,,,,,B,,Narcotic Drug Laws,POSS/PURCHASE COCAINE BASE FOR SALE,,
49-00033,Los Angeles,CA,         MELROSE,23152(A)VC,   LA BREA,2015-07-22 00:00:00,,4393711,,34.0835,-118.3441,,,,,,,,,,,,,,,,,,26,,,M,,,,,W,,Driving Under Influence,DRUNK DRIVING ALCOHOL/DRUGS,,
49-00033,Los Angeles,CA,         VICTORY,211PC,   RESEDA,2015-04-28 00:00:00,,4310625,,34.1866,-118.536,,,,,,,,,,,,,,,,,,16,,,F,,,,,H,,Robbery,ROBBERY,,
49-00033,Los Angeles,CA,         HUNTINGTON                   DR,23152(A)VC,   MONTEREY,2015-08-23 00:00:00,,4422316,,34.085,-118.18700000000001,,,,,,,,,,,,,,,,,,39,,,M,,,,,H,,Driving Under Influence,DRUNK DRIVING ALCOHOL/DRUGS,,
49-00033,Los Angeles,CA,  100 N  ALEXANDRIA,25850(A)PC,,2015-02-06 00:00:00,,4232642,,34.0728,-118.2984,,,,,,,,,,,,,,,,,,22,,,M,,,,,H,,Weapon (carry/poss),CARRY LOADED F/ARM PRSON/HEH PUBLIC PLACE,,
49-00033,Los Angeles,CA,         MELROSE,11378HS,   EDGEMONT,2015-08-14 00:00:00,,4415604,,34.0836,-118.296,,,,,,,,,,,,,,,,,,23,,,M,,,,,H,,Narcotic Drug Laws,POSSESSION CONTROLLED SUBSTANCE FOR SALE,,
49-00033,Los Angeles,CA,  700 S  BIXEL                        ST,647(B)PC,,2015-12-10 00:00:00,,150222318,,34.0509,-118.2642,,,,,,,,,,,,,,,,,,21,,,F,,,,,W,,Prostitution/Allied,PROSTITUTION,,
49-00033,Los Angeles,CA,         37TH                         DR,A187(A)PC,   ST ANDREWS,2015-08-10 00:00:00,,4411833,,34.0194,-118.3119,,,,,,,,,,,,,,,,,,31,,,M,,,,,B,,Aggravated Assault,ATTEMPT - MURDER,,
49-00033,Los Angeles,CA,  500 S  SAN PEDRO                    ST,245(A)(1)PC,,2015-12-25 00:00:00,,4533975,,34.0442,-118.2439,,,,,,,,,,,,,,,,,,39,,,M,,,,,H,,Aggravated Assault,"ADW, NOT FIREARM, W/GBI",,
49-00033,Los Angeles,CA,         RIDGEWOOD                    ST,23152(A)VC,   LEMON GROVE                  ST,2015-08-24 00:00:00,,4422964,,34.0908,-118.3146,,,,,,,,,,,,,,,,,,20,,,M,,,,,B,,Driving Under Influence,DRUNK DRIVING ALCOHOL/DRUGS,,
49-00033,Los Angeles,CA, 1600 S  WILCOX                       AV,530.5(A)PC,,2015-11-10 00:00:00,,4496780,,34.0998,-118.331,,,,,,,,,,,,,,,,,,27,,,F,,,,,B,,Fraud/Embezzlement,GET CREDIT/ETC OTHER'S ID,,
49-00033,Los Angeles,CA,         CORONADO                     ST,41.27CLAMC,   TEMPLE                       ST,2015-05-17 00:00:00,,150211583,,34.0722,-118.2739,,,,,,,,,,,,,,,,,,58,,,M,,,,,H,,Drunkeness,DRINKING IN PUBLIC,,
49-00033,Los Angeles,CA,  900 N  ORLANDO                      AV,602PC,,2015-05-20 00:00:00,,150709999,,34.0871,-118.3732,,,,,,,,,,,,,,,,,,45,,,M,,,,,O,,Miscellaneous Other Violations,TRESPASSING,,
49-00033,Los Angeles,CA,         TUJUNGA,71.02LAMC,   VALERIO,2015-10-24 00:00:00,,151520498,,34.2048,-118.379,,,,,,,,,,,,,,,,,,31,,,M,,,,,H,,Miscellaneous Other Violations,HIRE VEH W/O LIC,,
49-00033,Los Angeles,CA, 1500 E  57TH                         ST,422PC,,2015-05-14 00:00:00,,4325902,,33.9912,-118.2478,,,,,,,,,,,,,,,,,,27,,,F,,,,,H,,Miscellaneous Other Violations,CRIMINAL THREATS,,
49-00033,Los Angeles,CA, 1600 W  OLYMPIC                      BL,459.5PC,,2015-12-15 00:00:00,,4526163,,34.0492,-118.2742,,,,,,,,,,,,,,,,,,27,,,F,,,,,H,,Larceny,SHOPLIFTING,,
49-00033,Los Angeles,CA, 8900    BALBOA                       BL,530.5(A)PC,,2015-07-10 00:00:00,,4382361,,34.2321,-118.5026,,,,,,,,,,,,,,,,,,26,,,M,,,,,H,,Fraud/Embezzlement,GET CREDIT/ETC OTHER'S ID,,
49-00033,Los Angeles,CA, 2800    WEST                         BL,273.6(E)PC,,2015-01-13 00:00:00,,4205916,,34.0311,-118.3417,,,,,,,,,,,,,,,,,,23,,,M,,,,,B,,,DISOBEY DOMSTC RELATNS CRT ORDER W/PRIOR,,
49-00033,Los Angeles,CA,         AGATHA,41.18DLAMC,   TOWNE,2015-02-05 00:00:00,,151305886,,34.0378,-118.2456,,,,,,,,,,,,,,,,,,45,,,F,,,,,B,,Disorderly Conduct,SIT/LIE/SLEEP SIDEWALK OR STREET,,
49-00033,Los Angeles,CA,         CHANDLER                     BL,45.04ALAMC,   TUJUNGA                      AV,2015-03-12 00:00:00,,151509257,,34.1689,-118.37899999999999,,,,,,,,,,,,,,,,,,14,,,M,,,,,H,,Pre-Delinquency,TRUANCY,,
49-00033,Los Angeles,CA,         VINELAND,23152(A)VC,   HOLLYWOOD                    FY,2015-11-01 00:00:00,,4489231,,34.1474,-118.3703,,,,,,,,,,,,,,,,,,28,,,F,,,,,W,,Driving Under Influence,DRUNK DRIVING ALCOHOL/DRUGS,,
49-00033,Los Angeles,CA,10400    ANTWERP                      ST,273.5(A)PC,,2015-02-16 00:00:00,,4241195,,33.9417,-118.2486,,,,,,,,,,,,,,,,,,58,,,M,,,,,B,,Aggravated Assault,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,,
49-00033,Los Angeles,CA,         8TH,25620ABP,   SAN PEDRO,2015-09-12 00:00:00,,150120712,,34.0387,-118.2488,,,,,,,,,,,,,,,,,,50,,,M,,,,,H,,,,,
49-00033,Los Angeles,CA,         LA CIENEGA,14601.2AVC,   CASHIO,2015-02-13 00:00:00,,4239124,,34.0499,-118.3761,,,,,,,,,,,,,,,,,,20,,,F,,,,,H,,Moving Traffic Violations,DRIVE W/LIC SUSPEND/REVOKE 4 DRUGS/ALCOHL,,
49-00033,Los Angeles,CA,         OCEAN FRONT                  WK,63.44B14B,   NAVY                         ST,2015-06-02 00:00:00,,151415975,,33.9958,-118.4815,,,,,,,,,,,,,,,,,,23,,,M,,,,,O,,,,,
49-00033,Los Angeles,CA,         JAMES M WOOD,25662(A)BP,   BONNIE BRAE,2015-02-18 00:00:00,,150206889,,34.0526,-118.2771,,,,,,,,,,,,,,,,,,17,,,M,,,,,H,,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,,
49-00033,Los Angeles,CA,         3RD,853.7PC,   BONNIE BRAE,2015-03-26 00:00:00,,4281075,,34.0625,-118.2714,,,,,,,,,,,,,,,,,,19,,,M,,,,,H,,Miscellaneous Other Violations,FTA AFTER WRITTEN PROMISE,,
49-00033,Los Angeles,CA, 9800    SEPULVEDA                    BL,11377(A)HS,,2015-06-03 00:00:00,,4345772,,34.2482,-118.4675,,,,,,,,,,,,,,,,,,45,,,M,,,,,H,,Narcotic Drug Laws,POSSESSION CONTROLLED SUBSTANCE,,
49-00033,Los Angeles,CA,20500    HARTLAND                     ST,41.27CLAMC,,2015-03-12 00:00:00,,152107243,,34.1946,-118.5809,,,,,,,,,,,,,,,,,,50,,,M,,,,,H,,Drunkeness,DRINKING IN PUBLIC,,
49-00033,Los Angeles,CA,15200    OXNARD                       ST,11377(A)HS,,2015-06-14 00:00:00,,4356294,,34.1794,-118.464,,,,,,,,,,,,,,,,,,51,,,M,,,,,W,,Narcotic Drug Laws,POSSESSION CONTROLLED SUBSTANCE,,
49-00033,Los Angeles,CA,14400    ERWIN                        ST,243(B)PC,,2015-01-27 00:00:00,,4220234,,34.1837,-118.4465,,,,,,,,,,,,,,,,,,67,,,M,,,,,W,,Other Assaults,BATTERY ON PO/EMERGENCY PERSONNEL W/O INJ,,
49-00033,Los Angeles,CA,  200 N  AVENUE 25,245(A)(2)PC,,2015-12-18 00:00:00,,4528550,,34.0781,-118.2181,,,,,,,,,,,,,,,,,,21,,,M,,,,,H,,Aggravated Assault,ADW W/FIREARM,,
49-00033,Los Angeles,CA,         ARDMORE,25620(A)BP,   SANTA MONICA,2015-07-17 00:00:00,,150616898,,34.0908,-118.3013,,,,,,,,,,,,,,,,,,47,,,M,,,,,H,,,,,
49-00033,Los Angeles,CA,         12TH                         ST,25620BP,   HILL                         ST,2015-09-10 00:00:00,,150120944,,34.0387,-118.2611,,,,,,,,,,,,,,,,,,23,,,F,,,,,H,,Liquor Laws,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,,
49-00033,Los Angeles,CA,         CROCKER,242PC,   4TH                          ST,2015-09-12 00:00:00,,4442077,,34.0449,-118.2415,,,,,,,,,,,,,,,,,,25,,,F,,,,,H,,Other Assaults,BATTERY ON NONCOHABITATING FORMER SPOUSE,,
49-00033,Los Angeles,CA, 7700    AGNES                        AV,69PC,,2015-03-22 00:00:00,,4275022,,34.2103,-118.3954,,,,,,,,,,,,,,,,,,23,,,M,,,,,H,,Other Assaults,OBSTRUCT/RESIST EXECUTIVE OFFICER,,
49-00033,Los Angeles,CA, 1000 S  CONCORD                      ST,273.5(A)PC,,2015-07-15 00:00:00,,4385894,,34.0266,-118.2042,,,,,,,,,,,,,,,,,,29,,,M,,,,,H,,Aggravated Assault,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,,
49-00033,Los Angeles,CA,         AVALON                       BL,25620BP,   62ND                         ST,2015-01-02 00:00:00,,151304167,,33.9834,-118.2652,,,,,,,,,,,,,,,,,,25,,,M,,,,,H,,Liquor Laws,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,,
49-00033,Los Angeles,CA,         PACIFIC,25620(A)BP,   WINDWARD,2015-02-15 00:00:00,,151407617,,33.9872,-118.4718,,,,,,,,,,,,,,,,,,32,,,M,,,,,W,,Liquor Laws,DRINKING ALCOHOL,,
49-00033,Los Angeles,CA,11900    VANOWEN                      ST,653.22(A)PC,,2015-07-22 00:00:00,,4394516,,34.194,-118.3921,,,,,,,,,,,,,,,,,,28,,,M,,,,,O,,Prostitution/Allied,LOITER:INTENT:PROSTITUTION,,
49-00033,Los Angeles,CA,         OCEAN FRONT                  WK,25620(A)BP,   BREEZE,2015-06-28 00:00:00,,151418280,,33.9901,-118.4764,,,,,,,,,,,,,,,,,,57,,,M,,,,,H,,Liquor Laws,DRINKING ALCOHOL,,
49-00033,Los Angeles,CA,  500 S  LOS ANGELES                  ST,42.00B,,2015-04-12 00:00:00,,150110749,,34.0461,-118.2476,,,,,,,,,,,,,,,,,,67,,,M,,,,,H,,,,,
49-00033,Los Angeles,CA,         OCEAN FRONT,25620(A)BP,   OZONE,2015-05-06 00:00:00,,151414029,,33.9953,-118.48100000000001,,,,,,,,,,,,,,,,,,50,,,F,,,,,W,,,,,
49-00033,Los Angeles,CA, 1600 W  254TH                        ST,11377(A)HS,,2015-01-02 00:00:00,,4197923,,33.7938,-118.3043,,,,,,,,,,,,,,,,,,18,,,M,,,,,W,,Narcotic Drug Laws,POSSESSION CONTROLLED SUBSTANCE,,
49-00033,Los Angeles,CA,         GATEWAY,3056PC,   BARRINGTON,2015-12-21 00:00:00,,4531181,,34.0285,-118.4433,,,,,,,,,,,,,,,,,,63,,,M,,,,,H,,Miscellaneous Other Violations,VIOLATION OF PAROLE:FELONY,,
49-00033,Los Angeles,CA, 6500 N  SEPULVEDA                    BL,273.5(A)PC,,2015-10-14 00:00:00,,4472682,,34.1885,-118.4662,,,,,,,,,,,,,,,,,,46,,,M,,,,,B,,Aggravated Assault,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,,
49-00033,Los Angeles,CA,         VICTORY,21310PC,   RESEDA,2015-05-11 00:00:00,,4321612,,34.1866,-118.536,,,,,,,,,,,,,,,,,,29,,,M,,,,,W,,Weapon (carry/poss),CARRY CONCEALED ON PERSON DIRK OR DAGGER,,
49-00033,Los Angeles,CA,         6TH                          ST,308(B)PC,   BONNIE BRAE,2015-07-18 00:00:00,,150215146,,34.0585,-118.2724,,,,,,,,,,,,,,,,,,15,,,M,,,,,B,,Miscellaneous Other Violations,MINOR BUY/ETC TOBACCO/ETC,,
49-00033,Los Angeles,CA,         84TH                         ST,1203.2(A)PC,   WADSWORTH                    AV,2015-10-20 00:00:00,,4477431,,33.9629,-118.2586,,,,,,,,,,,,,,,,,,22,,,F,,,,,H,,Miscellaneous Other Violations,REARREST/REVOKE PROBATION/ETC,,
49-00033,Los Angeles,CA, 1600    LA FAYETTE                   RD,11352(A)HS,,2015-12-16 00:00:00,,4526804,,34.0464,-118.3338,,,,,,,,,,,,,,,,,,41,,,M,,,,,B,,Narcotic Drug Laws,TRANSPORT/SELL/ETC CONTROLLED SUBSTANCE,,
49-00033,Los Angeles,CA,         TOWNE                        ST,11364HS,   4TH                          ST,2015-11-05 00:00:00,,4492473,,34.0444,-118.2407,,,,,,,,,,,,,,,,,,54,,,F,,,,,B,,Narcotic Drug Laws,POSSESSION CNTL SUBSTANCE PARAPHERNALIA,,
49-00033,Los Angeles,CA,         CANTARA,11364.1 H&S,   CHIMINEAS,2015-05-16 00:00:00,,151000747,,34.2193,-118.5284,,,,,,,,,,,,,,,,,,36,,,M,,,,,O,,,,,
49-00033,Los Angeles,CA,         65TH                         ST,647(B)PC,   DENVER                       AV,2015-08-02 00:00:00,,4403508,,33.9806,-118.2838,,,,,,,,,,,,,,,,,,19,,,F,,,,,B,,Prostitution/Allied,PROSTITUTION,,
49-00033,Los Angeles,CA, 6200    HOLLYWOOD                    BL,647(B)PC,,2015-03-14 00:00:00,,4268051,,34.1017,-118.3245,,,,,,,,,,,,,,,,,,25,,,F,,,,,W,,Prostitution/Allied,PROSTITUTION,,
49-00033,Los Angeles,CA, 5100    YORK                         BL,243(E)(1)PC,,2015-06-27 00:00:00,,4368813,,34.1211,-118.2048,,,,,,,,,,,,,,,,,,30,,,M,,,,,H,,Other Assaults,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,,
49-00033,Los Angeles,CA, 1300 W  YOUNG                        ST,11377(A)HS,,2015-01-30 00:00:00,,4224064,,33.7851,-118.2794,,,,,,,,,,,,,,,,,,20,,,M,,,,,H,,Narcotic Drug Laws,POSSESSION CONTROLLED SUBSTANCE,,
49-00033,Los Angeles,CA,         CRENSHAW                     BL,41.27CLAMC,   STOCKER                      ST,2015-04-19 00:00:00,,150310963,,34.0085,-118.3351,,,,,,,,,,,,,,,,,,41,,,F,,,,,B,,Drunkeness,DRINKING IN PUBLIC,,
49-00033,Los Angeles,CA,         95TH,647(B)PC,   FIGUEROA,2015-12-10 00:00:00,,4522278,,33.9501,-118.2827,,,,,,,,,,,,,,,,,,18,,,F,,,,,B,,Prostitution/Allied,PROSTITUTION,,
